ISBN,Título,Autor,Editorial
9786074006537,"Inteligencia rebelde, La. La izquierda en el debate público en México, 1968-1989","Illades, Carlos",Océano
9786077350309,Humillación,"Koestenbaum, Wayne",Océano
9786074004328,¿Por qué mentimos?. Las raíces del engaño y el inconsciente,"Livingstone Smith, David",Océano
9786074000429,Rostros del hombre,"Maza, Enrique",Océano
9786077357414,"Cielo completo, El. Mujeres escribiendo, leyendo","Sefchovich, Sara",Océano
9786074007749,"Maravillas perdidas del mundo, Las","Báez, Fernando",Océano
9786077350897,Nueva historia universal de la destrucción de libros,"Báez, Fernando",Océano
9786077354901,"Primeros libros de la humanidad, Los. El mundo antes de la imprenta y el libro electrónico","Báez, Fernando",Océano
9786077351979,Operación Monumento. The Monuments Men. La fascinante aventura de los guerreros del arte que impidieron el saqueo cultural nazi,"Edsel, Robert M./Witter, Bret",Océano
7506144900020,Homofobia. Una historia,"Fone, Byrne",Océano
9786074003017,Una breve historia de la misoginia,"Holland, Jack",Océano
9789706518934,Una historia natural del cero. La nada que existe,"Kaplan, Robert",Océano
9786074009699,"Cuatro puntos orientales, Los","Martínez Assad, Carlos",Océano
9789706514677,"Sentimientos de la región, Los","Martínez Assad, Carlos",Océano
9786077351801,"Tribunal de Dios, El","Murphy, Cullen",Océano
9786074002812,"Discípulos del Diablo, Los. El círculo íntimo de Hitler","Read, Anthony",Océano
9799706518353,Una historia natural de la violación,"Thornhill, Randy/Palmer, Craig",Océano
9799707772525,"Ocaso de los Romanov, El","Zeepvat, Charlotte",Océano
9789707770058,María Magdalena. La diosa prohibida del cristianismo,"Picknett, Lynn",Océano
9788475567105,Fotografía y video digital,"Andrews, Philip et al",Océano
9788475568836,Mis aceites esenciales,"Bec, Laurence",Océano
9788475567815,101 microlecciones de jazz,"Bianchi, Filippo/Pitacco, Pier Paolo",Océano
9788475566900,Plantas descontaminantes,"Boixière, Ariane/Chaudet, Geneviève",Océano
9788475568812,Smartphonografía en las redes sociales,"Bowker, Daniela",Océano
9788475567181,Gatos: manual del usuario,"Brunner, David/Stall, Sam",Océano
9788475567198,Perros: manual del usuario,"Brunner, David/Stall, Sam",Océano
9788475568782,"Coletas, trenzas y moños ","Butcher, Christina",Océano
9788475568843,Convierte a tu gato en una celebrity de internet,"Carlin, Patricia",Océano
9788475568065,Plantas y bienestar ,"Chaudet, Geneviève/Cherel, Renaud",Océano
9788475566863,Jardines de ensueño,"Compton, Tania/Lawson, Andrew",Océano
9788475567778,Estilo y glamour,"Cox, Caroline",Océano
9788475566832,Forever Glamour,"Cox, Caroline",Océano
9788475568331,"Sí, quiero","Denny, Carrie",Océano
9788475568898,¡Bebé(s) a bordo! Agenda semanal,"Dury, Sandrine",Océano
9788475566986,Deco-ideas,"Freeman, Michael",Océano
9788475566948,Decora con libros,"Geddes-Brown, Leslie",Océano
9788475568294,Agenda coaching,"Giordano, Raphaëlle",Océano
9788475568584,Fotografía con Ipad,"Harvell, Ben/D'Cruze, Rachael",Océano
9788475568881,Blogging: escritura creativa,"Houghton, Robin",Océano
9788475568218,Piensa en blog,"Houghton, Robin",Océano
9788475568829,Asociación de cultivos,"Jeffery, Josie",Océano
9788475568706,¡A por ellas!,"King, Robert",Océano
9788475567228,Escenas de balcón y terraza,"Le Page, Rosenn/Palix, Flore",Océano
9788475567273,Cuaderno de inspiraciones textiles,"Legrand, Catherine",Océano
9788475567464,SOS Yoga,"Luwis, Amy",Océano
9788475567358,Diseño de moda,"Matharu, Gurmit",Océano
9788475567426,Cómo llevar los pantalones sin dejar de usar tacones,"Matthews, Jane",Océano
9788475565897,Hot Shots,"Meredith, Kevin",Océano
9788475567501,Toy Cameras,"Meredith, Kevin",Océano
9788475568270,Callejeando: manifiesto de fotografía urbana,"Nagar, Tanya",Océano
9788475567235,Mi jardín está enfermo,"Nessmann, Pierre",Océano
9788475568577,Fotoblogueo,"O'Dell, Jolie Anne",Océano
9788475568560,Fotografía con Android,"O'Dell, Jolie Anne",Océano
9788475568850,Pequeñas tentaciones caseras,"Payany, Estérelle",Océano
9788475568683,Femme fatale,"Pims, Margot",Océano
9788475567440,Apocalipsis zombi. Manual de supervivencia,"Saccheto, Rob",Océano
9788475568690,Lady,"Saint-Antoine, Eugénie",Océano
9788475567631,Huerto ecológico en maceta,"Schneebeli-Morell, Deborah",Océano
9788475568805,Fotografía creativa,"Sonheim, Steve/Sonheim, Carla",Océano
9788475567143,Agua,"Suárez, Mayte",Océano
9788475568874,Self-Packaging,"Sutanto, Viola E.",Océano
9788475567112,Retrato fotográfico. Guía de estilo,"Travers, Peter/Cheadle, James",Océano
9788475568263,Sexejercicios,"Troff, Sophie/Mompo, Frédéric",Océano
9788475568171,"Más sabias, más sexys","Williams, Bev",Océano
9788475568164,"Más sabios, más sexys","Williams, Bev",Océano
9788475568157,A sangre fría,"Wilson, Colin/Wilson, Damon",Océano
9788475568140,Misterios sin resolver,"Wilson, Colin/Wilson, Damon",Océano
9788475568904,Customiza tu smartphone a punto de cruz,Varios,Océano
9786077355274,Perú,"Acurio, Gastón",Océano
9786074002256,Leyendas de la guitarra,"Assante, Ernesto",Océano
9786077353669,365 pensamientos de paz y esperanza,"Atripaldi, Gabriele",Océano
9786077352426,"Papa Francisco, El. Pensamientos y palabras para el alma","Bergoglio, Jorge Mario",Océano
9786074002546,1911. La Batalla de Ciudad Juárez en imágenes,"Berumen, Miguel Ángel",Océano
9789707772069,Pancho Villa la construcción del mito,"Berumen, Miguel Ángel",Océano
9786074005400,Ferrari. Una leyenda desde 1947,"Bonetto, Roberto",Océano
9786077353454,"Arte como terapia, El","Botton, Alain de/Armstrong, John",Océano
9786074007305,"Caballos. Razas, culturas, tradiciones","Cottica, Susanna/Paparelli, Luca",Océano
9789707774957,Automóviles excepcionales,"Delorenzo, Matt/Kimball, Ron",Océano
9786074007299,Heavy Metal,"Grow, Kory",Océano
9786074009712,Paella y arroces,"Herráiz, Alberto",Océano
9788449437434,50 artistas que hay que conocer,"Köster, Thomas/Röper, Lars",Océano
9789707775008,Fidel Castro. Historia e imágenes del líder máximo,"Manferto de Fabianis, Valeria ed.",Océano
9786074004069,"Ciudad de México que el cine nos dejó, La","Martínez Assad, Carlos",Océano
9786074009705,"Grandes fotografías, Las","McCurry, Steve",Océano
9786074003925,"Mirada y memoria (3a edición, tapa rústica)","Ortiz Monasterio, Pablo ed.",Océano
9788475565330,Manos del mundo,"Pao, Basil",Océano
9788475567594,Arquitectura Low-cost/Low-tech,"Rocca, Alessandro",Océano
9788475566696,100 casas contemporáneas,"Strongman, Cathy",Océano
9786074007732,ABC del arte (nueva edición),Varios,Océano
9789706515520,"Alma de México, El",Varios,Océano
9789685893695,"Art of the People, Hands of God",Varios,Océano
9786078303106,Atlas de arquitectura mundial del siglo XX,Varios,Océano
9789707770911,"Gran libro de la arqueología, El",Varios,Océano
9786074003314,Automóviles. Modelos que cambiaron la historia,"Villa, Saverio",Océano
9788475567730,Micro-Green,"Zeiger, Mimi",Océano
9786074001747,Pancho Villa la construcción del mito (Nueva edición serie menor),"Berumen, Miguel Ángel",Océano
9788475567341,Diseño de interiores,"Brooker, Graeme/Stone, Sally",Océano
9789707772540,Grandes ciudades del mundo (Nueva edición),"Cattaneo, Marco/Trifoni, Jasmina",Océano
9788475565316,Logos de coches,"Chapman, Giles",Océano
9789706519016,Mexico: a guide to the archaeological sites (Nueva edición),"Domenici, Davide",Océano
9789706519009,México: guía de sitios arqueológicos (Nueva edición),"Domenici, Davide",Océano
9788449435683,Creadores de imágenes. Fotógrafos contemporáneos,"Jaeger, Anne-Celine",Océano
9786074005233,México antiguo (Nueva edición),"Longhena, Maria",Océano
9789706517593,"Cine actual, El. Desafío y pasión","Ayala Blanco, Jorge",Océano
9789707770843,"Cine actual, palabras clave, El","Ayala Blanco, Jorge",Océano
9789706512345,"Fugacidad del cine mexicano, La","Ayala Blanco, Jorge",Océano
9789707771901,"Grandeza del cine mexicano, La","Ayala Blanco, Jorge",Océano
9789707770171,"Herética del cine mexicano, La","Ayala Blanco, Jorge",Océano
9786074008289,"Ilusión del cine mexicano, La","Ayala Blanco, Jorge",Océano
9788475566801,Ciudades de cine,"Hellmann, Claudia/Weber-Hof, Claudine",Océano
9788475566818,Paisajes de cine,"Hellmann, Claudia/Weber-Hof, Claudine",Océano
9788449426919,Directed by. Como ser un director de cine y no morir en el intento,"Lara, Julián",Océano
9789707774704,Sirenas al ataque. Historia de las rockeras mexicanas,"Estrada, Tere",Océano
9789707774346,Canciones de Agustín Lara,"Lara, Agustín",Océano
9786074001754,"Mi novia, la tristeza (Nueva edición formato medio)","Loaeza, Guadalupe/Granados, Pavel",Océano
9788475567075,The Beatles: Across the Universe,"Marsh, Naomi",Océano
9789707774674,Historia de la música popular mexicana,"Moreno Rivas, Yolanda",Océano
9786074003819,Aves,"Quintana, Patricia",Océano
9789707773615,Carnes,"Quintana, Patricia",Océano
9789707772281,Chiles,"Quintana, Patricia",Océano
9789707774766,Cocina al natural,"Quintana, Patricia",Océano
9786074003826,Pescados,"Quintana, Patricia",Océano
9786074003802,Postres,"Quintana, Patricia",Océano
9789707772274,Sopas,"Quintana, Patricia",Océano
9786074003833,Vegetariano,"Quintana, Patricia",Océano
9788475567662,70 recetas para polialérgicos,"Bourquard, Florence",Océano
9788475567570,Cocina para enamorar. Recetas de bruja,"Bulard-Cordeau, Brigitte",Océano
9788475566085,Mis recetas de bruja: cocina silvestre,"Bulard-Cordeau, Brigitte",Océano
9788475565439,Mis secretos de bruja,"Bulard-Cordeau, Brigitte",Océano
9788475568645,Café: 30 sabrosas recetas dulces y saladas,"Bulteau, Stéphanie",Océano
9788475567495,Coca-Cola: 30 sabrosas recetas dulces y saladas,"Bulteau, Stéphanie",Océano
9788475568515,Hamburguesas,"Bulteau, Stéphanie",Océano
9788475568768,Palomitas caseras. Recetas dulces y saladas,"Cauvin, Véronique",Océano
9788475568775,Petit yogur: 20 deliciosas recetas,"Dahl-Stern, Birgit/Nieto, Dorian",Océano
9788475568355,Queso crema. 45 recetas fáciles y sabrosas,"Duclos, Valérie",Océano
9788475568256,Cocina con Lindt. Postres,"Girard-Lagorce, Sylvie",Océano
9786074008913,Cocina esencial de México,"Kennedy, Diana",Océano
9786077351252,México: una odisea culinaria,"Kennedy, Diana",Océano
9788449420719,Cocinar para los más pequeños,"Lewis, Sara",Océano
9788475567860,Cerveza: 30 recetas sabrosas dulces y saladas,"Lizambard, Martine",Océano
9788475568072,Locos por los cakepops,"Müller, Sandra",Océano
9788475568751,Hot-dogs,"Payany, Estérelle",Océano
9788475568638,Pequeños chefs,"Quinn, Sue",Océano
9786077355137,Amor desde el cielo,"Byrne, Lorna",Océano
9786074009729,Ángeles en mi cabello,"Byrne, Lorna",Océano
9786078303168,Un camino al cielo,"Byrne, Lorna",Océano
9786078303267,Un mensaje de esperanza de los ángeles,"Byrne, Lorna",Océano
9786077350965,Salvemos al amor (Nueva edición),"García, Yohana",Océano
9786074005783,Francesco decide volver a nacer,"García, Yohana",Océano
9786074005790,Francesco. El llamado,"García, Yohana",Océano
9786077353935,Francesco: El maestro del amor,"García, Yohana",Océano
9786074005776,Francesco: Una vida entre el cielo y la tierra,"García, Yohana",Océano
7506144901546,Paquete Francesco (3 volúmenes),"García, Yohana",Océano
9788475566634,Vidas secretas de grandes artistas,"Lunday, Elizabeth",Océano
9788475567679,Vidas secretas de grandes compositores,"Lunday, Elizabeth",Océano
9786074009095,Anecdotario del derecho de autor,"Obón, Juan Ramón",Océano
9786077357568,En la cuerda floja,"Petit, Philippe",Océano
9788475567457,Vidas secretas de grandes directores de cine,"Schnakenberg, Robert",Océano
9788475567686,Vidas secretas de grandes escritores,"Schnakenberg, Robert",Océano
9788449433597,Manual Merck de información médica para el hogar (Nueva edición),"Beers, Mark H y otros",Océano
9788478410828,Manual Merck de veterinaria. El,"Kahn, Cynthia M. ed.",Océano
9788449426995,Manual Merck edad y salud,Varios,Océano
9789706519269,"Secuestradores de almas, Los","Abgrall, Jean-Marie",Océano
9786077355144,"Adiós al azúcar. Pierde peso, siéntete bien y luce más joven ","Alpert, Brooke/Farris, Patricia",Océano
9786077352228,Usa tu cerebro para rejuvenecer,"Amen, Daniel G.",Océano
9789707773899,¿Qué hay en su cabeza? Vivimos como pensamos,"Antonini, Celia",Océano
9788475567389,Dios explicado en un trayecto de taxi,"Arden, Paul",Océano
7506144900051,"Pienses lo que pienses, piensa lo contrario","Arden, Paul",Océano
9786074007640,Por qué los hombres aman a las cabronas,"Argov, Sherry",Océano
9786077353522,Por qué los hombres se casan con las cabronas (nueva edición aumentada),"Argov, Sherry",Océano
9786074002010,"Eneagrama, El. Guía fácil y divertida","Baron, Renee/Wagele, Elizabeth",Océano
9786074006209,"Cerebro del triunfador, El","Brown, Jeff/Fenske, Mark",Océano
9786074004403,Mirar de nuevo. Enfoques y estrategias para afrontar conflictos,"Bucay, Demián",Océano
9786074005349,"Vida es como tú la hagas, La","Buffett, Peter",Océano
9786078303847,Perdonar lo imperdonable,"Cannon, Charles/Wilkinson, Will",Océano
9786074005752,No consigo adelgazar. El método para perder peso sin recuperarlo,"Dukan, Pierre",Océano
9786077353201,"Amor 2.0 Una nueva mirada a la emoción que determina lo que sentimos, pensamos, hacemos y somos","Fredrickson, Barbara",Océano
9788475567020,24 horas de ecogestos en casa,"Genty, Bruno/Virlouvet, Gaël",Océano
9786077356042,"Clave de la confianza, La. El arte y la ciencia de la autoconfianza para mujeres","Kay, Katty/Shipman, Claire",Océano
9786074004311,"Chicas buenas terminan gordas, Las.","Koenig, Karen R.",Océano
9786077356530,¡Gracias! Cómo ser feliz y estar en paz con la vida,"Lesowitz, Nina/Sammons, Mary Beth",Océano
9788475568867,Lapsus freudianos,"Levy, Joel",Océano
9786074006186,50 grandes mitos de la psicología popular,"Lilienfeld, Scott O./Lynn, Steven Jay",Océano
9786074001853,"Testamentos, sucesiones y algo más","Lozano, Tomás",Océano
9786074009514,"Sobre el duelo. La pérdida, el consuelo y el crecimiento interior","Marasco, Ron/Shuff, Brian",Océano
9786074003581,Una breve historia de la ansiedad (la tuya y la mía),"Pearson, Patricia",Océano
9786074009743,Lecciones de pérdida y vida. Esperanza y orientación para hacer frente a las enfermedades graves y al sufrimiento,"Reiss, Michelle A.",Océano
9786074009736,Atreverse a confiar. Abrirnos al amor verdadero y a la intimidad,"Richo, David",Océano
9786074006254,"Hijos en medio, Los","Salinas, Silvia/Tempelsman, Ana",Océano
9786077351108,Florecer. La nueva psicología positiva y la búsqueda del bienestar,"Seligman, Martin E.P.",Océano
9789706514837,Misterios masculinos que las mujeres no comprenden,"Sinay, Sergio",Océano
9786078303021,Antes de decir adiós. Un año de vivir con alegría,"Spencer-Wendel, Susan/Witter, Bret",Océano
9786078303014,"Emociones y el cáncer, Las. Mitos y realidades","Tarditi, Gina",Océano
9786077357476,¿Y ahora qué? Guía para sobrevivir truenes y divorcios,"Torre, Fernanda de la",Océano
9786074007763,Sólo para parejas,"Torre, Fernanda de la ",Océano
9786077352815,"Libro del perdón, El","Tutu, Desmond/Tutu, Mpho",Océano
9786077352792,"Dieta del día siguiente, La. Pierde peso comiendo todo lo que quieras (la mitad del tiempo)","Varady, Krista/Gottlieb, Bill",Océano
9786074003642,"Psicología del éxito para mujeres, La","Waitley, Denis/ Wailtey, Deborah/Waitley, Dayna",Océano
9786077353010,Liberados. Cómo dejar cualquier adicción,"Woolverton, Frederick/Shapiro, Susan",Océano
9788475567822,Autoconfianza en 1 minuto,"Wrighton, Tony",Océano
9786074007312,Hablar bien en público de una vez por todas (incluye CD con voz del autor),"Zúñiga, Harold",Océano
9786074009484,Deseo,"Béjar, Sylvia de",Océano
9786074005332,Tu sexo es tuyo,"Béjar, Sylvia de",Océano
9786077353393,Slow Sex. El arte y el oficio del orgasmo femenino ,"Daedone, Nicole",Océano
9786074003451,Guía de placeres para mujeres,"Dichi, Fortuna",Océano
9788475567242,Cuaderno de ejercicios eróticos,"Ploton, Frédéric/Bagieu, Pénélope",Océano
9788475567204,Sexo: manual de instrucciones,"Zopol, Felicia",Océano
9786077353690,"Libro del estilo, El","González de Cosío, Antonio",Océano
9786074007756,"Lo mejor después de los 50. Estilo, sexo, salud, dinero y más para mujeres","Grufferman, Barbara Hannah",Océano
9786074007725,"Poder de la ropa, El","Lara, Lucy/González de Cosío, Antonio",Océano
9786074009668,"Mejor versión de ti, La. Manual de imagen integral","Méndez, Gisela",Océano
9786077350071,Vivir con los libros,"Molteni, Giuseppe/Motta, Roberta",Océano
9786077351634,Cómo ser un hombre: Guía de estilo y comportamiento para el caballero moderno,"O´Brien, Glen/Delhomme, Jean-Philippe",Océano
9789707774605,"Siete secretos del Dr. Perricone para la belleza, salud y longevidad, Los","Perricone, Nicholas",Océano
9789707773813,¿Por qué chocan Marte y Venus?,"Gray, John",Océano
9789706517340,"Hombres son de Marte, las mujeres son de Venus, Los (Nueva edición)","Gray, John",Océano
9789706517050,Marte y Venus en el trabajo,"Gray, John",Océano
9789706519672,Marte y Venus. El libro de la dieta y el ejercicio,"Gray, John",Océano
9789706513922,Marte y Venus: 365 formas de mantener viva la pasión,"Gray, John",Océano
9789706513939,Marte y Venus: 365 formas de vivir enamorado,"Gray, John",Océano
9789706518446,Sinceramente Marte y Venus,"Gray, John",Océano
9786078303250,Trabaja conmigo. Marte y Venus: Inteligencia de género,"Gray, John/Annis, Barbara",Océano
9786078303090,"Caldo de pollo para el alma. Gracias, mamá","Canfield, Jack/Hansen, Mark Victor/Newmark, Amy",Océano
9786077350330,"Caldo de pollo para el alma. Gracias, papá","Canfield, Jack/Hansen, Mark Victor/Newmark, Amy",Océano
9786077353751,Caldo de pollo para el alma: ángeles entre nosotros,"Canfield, Jack/Hansen, Mark Victor/Newmark, Amy",Océano
9786077351818,Caldo de pollo para el alma: duelo y recuperación,"Canfield, Jack/Hansen, Mark Victor/Newmark, Amy",Océano
9786077354734,Caldo de pollo para el alma: el poder de lo positivo,"Canfield, Jack/Hansen, Mark Victor/Newmark, Amy",Océano
9786074006223,Caldo de pollo para el alma: piensa positivo,"Canfield, Jack/Hansen, Mark Victor/Newmark, Amy",Océano
9786074007916,Caldo de pollo para el alma: un libro de milagros,"Canfield, Jack/Hansen, Mark Victor/Thieman, LeAnn",Océano
9786074009477,Caldo de pollo para el alma: vivir la fe católica,"Canfield, Jack/Hansen, Mark Victor/Thieman, LeAnn",Océano
9786074008487,"20 pasos hacia adelante (Segunda edición, incluye CD)","Bucay, Jorge",Océano
9786074000467,"20 pasos hacia delante SET REGALO (libro, cartel, CD y postales)  Nueva edición","Bucay, Jorge",Océano
9789706518187,Audio libro El juego de los cuentos,"Bucay, Jorge",Océano
9786074005684,"Candidato, El","Bucay, Jorge",Océano
9786074003840,"Cartas para Claudia (Tercera edición, incluye CD)","Bucay, Jorge",Océano
9786078303120,Cuenta conmigo (Segunda edición),"Bucay, Jorge",Océano
9786074002201,Cuentos para pensar (incluye CD) Nueva edición,"Bucay, Jorge",Océano
9786074002218,De la autoestima al egoísmo (Nueva edición),"Bucay, Jorge",Océano
9786074000283,"Juego de los 20 pasos, El (Set de libro, 3 CD´s y baraja de 20 cartas)","Bucay, Jorge",Océano
9789707772267,"Mito de la diosa fortuna, El","Bucay, Jorge",Océano
9786074004694,Recuentos para Demián (Tercera edición),"Bucay, Jorge",Océano
9786077354949,Rumbo a una vida mejor,"Bucay, Jorge",Océano
9786077352044,Un cuento triste no tan triste,"Bucay, Jorge",Océano
9786074001693,Amarse con los ojos abiertos (Nueva edición),"Bucay, Jorge/Salinas, Silvia",Océano
9786074001686,Seguir sin ti,"Bucay, Jorge/Salinas, Silvia",Océano
9786074002195,Todo (no) terminó (Nueva edición),"Bucay, Jorge/Salinas, Silvia",Océano
9786074003871,"Camino de la autodependencia, El (Tercera edición)","Bucay, Jorge",Océano
9786074003864,"Camino de la felicidad, El (Tercera edición)","Bucay, Jorge",Océano
9786074003024,"Camino de las Lágrimas, El (Cuarta edición)","Bucay, Jorge",Océano
9786074004236,"Camino del encuentro, El (Tercera edición)","Bucay, Jorge",Océano
9786074003888,"Hojas de ruta (Tercera edición, incluye CD)","Bucay, Jorge",Océano
9786074002997,Llegar a la cima y seguir subiendo. El sexto camino,"Bucay, Jorge",Océano
9786074003857,"Tres preguntas, Las (Segunda edición)","Bucay, Jorge",Océano
9786074006612,¿Amar o depender? Cómo superar el apego afectivo y hacer del amor una experiencia plena y saludable ,"Riso, Walter",Océano
9786077354932,¿Amar o depender? Cómo superar el apego afectivo y hacer del amor una experiencia plena y saludable  (Edición de aniversario),"Riso, Walter",Océano
9786074007701,"Afectividad masculina, La. Lo que toda mujer debe saber acerca de los hombres","Riso, Walter",Océano
9786074006667,Ama y no sufras. Cómo disfrutar plenamente la vida en pareja,"Riso, Walter",Océano
9786074006650,Amores altamente peligrosos. Los estilos afectivos con los cuales sería mejor no relacionarse: cómo identificarlos y afrontarlos,"Riso, Walter",Océano
9786074007718,"Camino de los sabios, El. Filosofía para la vida cotidiana","Riso, Walter",Océano
9786074007343,Cuestión de dignidad. El derecho a decir no,"Riso, Walter",Océano
9786074008470,Desapegarse sin anestesia. Cómo soltarse de todo aquello que nos quita energía y bienestar,"Riso, Walter",Océano
9786074007367,Deshojando margaritas. Acerca del amor convencional y otras malas costumbres ,"Riso, Walter",Océano
9786078303649,Enamorados o esclavizados. Manifiesto de liberación afectiva,"Riso, Walter",Océano
9786074007374,Enamórate de ti,"Riso, Walter",Océano
9786074007695,"Fidelidad es mucho más que amor, La. Cómo prevenir y afrontar los problemas de la infidelidad","Riso, Walter",Océano
9786074006636,"Límites del amor, Los. Hasta dónde amarte sin renunciar a lo que soy","Riso, Walter",Océano
9786077357582,Lo que toda mujer debe saber acerca de los hombres. La afectividad masculina (Nueva edición),"Riso, Walter",Océano
9786074007350,Manual para no morir de amor. Diez principios de supervivencia afectiva,"Riso, Walter",Océano
9786074006629,"Pensar bien, sentirse bien. Nada justifica el sufrimiento inútil","Riso, Walter",Océano
9786074006643,"Poder del pensamiento flexible, El. De una mente rígida, a una mente libre y abierta al cambio","Riso, Walter",Océano
9786074007381,Sabiduría emocional. Un reencuentro con las fuentes naturales del bienestar y la salud emocional,"Riso, Walter",Océano
9789706518996,"Cinco personas que encontrarás en el cielo, Las","Albom, Mitch",Océano
9786077350774,"Guardián del tiempo, El","Albom, Mitch",Océano
9786077355014,Llamadas desde el teléfono del cielo,"Albom, Mitch",Océano
9786074002843,Ten un poco de fe,"Albom, Mitch",Océano
9788449435706,Un día más,"Albom, Mitch",Océano
9788475567655,Adolescentes. Manual de usuario,"Jordan, Sarah",Océano
9788475568027,Cuaderno de ejercicios para padres al borde del ataque de nervios,"Ploton, Frédéric/Bagieu, Pénélope",Océano
9786077352051,"Guerras digitales, Las","Arthur, Charles",Océano
9786074009491,Tubos. En busca de la geografía física de Internet,"Blum, Andrew",Océano
9786078303243,64 cosas que debes saber sobre la era digital,"Hammersley, Ben",Océano
9786077351559,Navegar en la nube,"Koulopoulos, Thomas M.",Océano
9786074009774,"Intención oculta, La","Allen, Kevin",Océano
9786077352181,Tres simples pasos,"Blake, Trevor",Océano
9786074002850,"Yo, el director. Los desafíos del liderazgo en la sociedad del conocimiento","de Marchis, Mario",Océano
9786074006384,Gestión de incompetentes,"Ginebra, Gabriel",Océano
9786074005356,Inversiones. La respuesta,"Goldie, Daniel C./Murray, Gordon S.",Océano
9786077354963,Dar y recibir. Un enfoque revolucionario sobre el éxito ,"Grant, Adam H.",Océano
9786074004458,"33 estrategias de la guerra, Las (Tercera edición, tapa blanda)","Greene, Robert",Océano
9786074004465,"Arte de la seducción, El (Segunda edición, tapa blanda)","Greene, Robert",Océano
9786074006216,Guía rápida de El arte de la seducción,"Greene, Robert",Océano
9786074004267,Guía rápida de las 33 estrategias de la guerra,"Greene, Robert",Océano
9786074004304,"Guía rápida de Las 48 leyes del poder (Segunda edición, tapa blanda)","Greene, Robert",Océano
9786074009781,Maestría,"Greene, Robert",Océano
9786074003611,"Ley 50, La","Greene, Robert/50 Cent",Océano
9786074009989,"Poder de la pausa, El. Cómo aumentar nuestra eficiencia en un mundo 24/7, cada vez más exigente ","Guilmartin, Nance",Océano
9789707774599,"Tao de los líderes, El","Heider, John",Océano
9786077352938,Pensándolo bien. Cómo escapar de tus rutinas mentales,"Herbert, Wray",Océano
9786077350750,"Factor click, El. El secreto para mejorar las relaciones en los negocios y en la vida","Kirschner, Rick",Océano
9786074005868,"Libro de las decisiones, El","Krogerus, Mikael/Tschäppeler, Roman",Océano
9786074007336,¡Qué buen consejo! (para gente con talento),"Lois, George",Océano
9786074006193,Ganar. Los principios fundamentales para elevar su negocio de lo ordinario a lo extraordinario,"Luntz, Frank I.",Océano
9786074007619,Chief Culture Officer. Un directivo orientado a la cultura,"McCracken, Grant",Océano
9786074009521,Otra vez de pie. Lecciones de líderes que sufrieron fracasos y reconquistaron el éxito en sus propios términos,"Redmond, Andrea/Crisafulli, Patricia",Océano
9786077355021,"Quehacer del director, El. Reflexiones sobre la dirección estratégica de organizaciones","Ruiz González, Carlos",Océano
9788475567846,Brutal sencillez de pensamiento. Sobre cómo ha cambiado el mundo,"Saatchi, Maurice",Océano
9786074000641,"Arte de la guerra, El",Sun Tzu,Océano
9788475561240,Nuevo diccionario de astronomía,Varios,Océano
9786074003598,Abecé de redacción,"Araya Araya, Eric",Océano
9786074009507,"Uno, dos, tres. La belleza y la simetría de las matemáticas absolutamente elementales","Berlinski, David",Océano
9788475568324,Diseño interactivo ,"Pratt, Andy/Nunes, Jason",Océano
9788475566658,Diseño gráfico para no diseñadores,"Seddon, Tony/Waterhouse, Jane",Océano
9786074002089,Matemática divertida y curiosa,"Tahan, Malba",Océano
9788449412776,Atlas visual de anatomía,,Océano
9788449412868,Atlas visual de astronomía,,Océano
9788449412813,Atlas visual de biología,,Océano
9788449412790,Atlas visual de botánica,,Océano
9788449412875,Atlas visual de ecología,,Océano
9788449412820,Atlas visual de física,,Océano
9788449412806,Atlas visual de fisiología,,Océano
9788449412851,Atlas visual de geología,,Océano
9788449412844,Atlas visual de mineralogía,,Océano
9788449412837,Atlas visual de química,,Océano
9788449412882,Atlas visual de zoología invertebrados,,Océano
9788449412783,Atlas visual de zoología vertebrados,,Océano
9788449442001,Collins English Dictionary (Pocket),Varios,Océano
9789686321289,Diccionario Conciso,,Océano
9789686321265,Diccionario Pocket,,Océano
9789686321272,Diccionario Práctico,,Océano
9789686321258,Gramática práctica,,Océano
9789686321906,Ortografía práctica,,Océano
9788449421136,Diccionario Océano Básico de la Lengua Española,,Océano idiomas
9788449421099,Diccionario Océano Básico Español-Alemán,,Océano idiomas
9788449420245,Diccionario Océano Básico Español-Francés,,Océano idiomas
9788449420313,Diccionario Océano Básico Español-Inglés,,Océano idiomas
9788449427367,Diccionario Océano Básico Español-Portugués,,Océano idiomas
9788449422980,Diccionario Océano Compact English Dictionary,,Océano idiomas
9788449421037,Diccionario Océano Compact Español-Alemán,,Océano idiomas
9788449420238,Diccionario Océano Compact Español-Francés,,Océano idiomas
9788449420306,Diccionario Océano Compact Español-Inglés,,Océano idiomas
9788449427350,Diccionario Océano Compact Español-Portugués,,Océano idiomas
9788449421112,Diccionario Océano Práctico de la Lengua Española y de nombres propios,,Océano idiomas
9788449421129,Diccionario Océano Práctico de Sinónimos y Antónimos,,Océano idiomas
9788449421044,Diccionario Océano Práctico Español-Alemán,,Océano idiomas
9788449420221,Diccionario Océano Práctico Español-Francés,,Océano idiomas
9788449420511,Diccionario Océano Práctico Español-Inglés,,Océano idiomas
9788449421105,Diccionario Océano Práctico Español-Italiano (Pocket),,Océano idiomas
9788449427343,Diccionario Océano Práctico Español-Portugués (Pocket),,Océano idiomas
